id-EP3960889A4    abstract-
id-WO2022008222A1    abstract-In einem thermochemischen Verfahren wird in einem Ofen ein Synthesegas mit Sauerstoff unter Entstehung eines heißen Abgases verbrannt. Das Abgas wird anschließend in die Umgebung abgeführt, während die innere Energie des Abgases zumindest teilweise zur Durchführung einer Reformierungsreaktion eingesetzt wird. Dazu wird Wasserdampf zusammen mit einem kohlenwasserstoffhaltigen Brennstoff und einem sauerstoffhaltigen Gas einem Reformer zugeführt und in einer endothermen Reaktion zu Synthesegas, unter Nutzung von innerer Energie des Abgases, umgesetzt. Die Wärme des Abgases wird dabei insbesondere dazu genutzt, Wasser zu verdampfen und im überhitzten Zustand dem Reformer zuzuführen. Das Synthesegas wird anschließend als Brennstoff dem Ofen zugeführt. Durch die Erfindung wird der Zustrom von unerwünschten Bestandteilen der Ofenatmosphäre, insbesondere von Schwefelverbindungen, in den Reformer unterbunden.
id-CN113945096A    abstract-本发明公开了一种新型组合式烟气余热回收系统，包括第一蓄热室、第二蓄热室、换向阀和高效换热器；两蓄热室设有烟气入口、空气出口、烟气出口、空气入口；换向阀为四通阀，设有可切换的烟气入口/空气出口和换向阀烟气出口/空气入口、以及固定的换向阀烟气出口和换向阀空气入口；换向阀烟气入口/空气出口、换向阀烟气出口/空气入口以切换方式分别连接蓄热室烟气出口/空气入口、蓄热室空气入口/烟气出口；高效换热器包括高效换热元件；换向阀烟气出口、换热器空气出口与高效换热器的接口相连。本装置解决了蓄热室阻力大、排烟温度高的问题，降低了排烟热损失和系统功耗，提升了烟气余热回收的效果，降低了产品的天然气消耗。
id-CN111981842A    abstract-本发明公开了半导体石墨热场保温装置，包括底筒、铰接组件、点火组件、密封机构、升降机构，所述底筒为顶面敞口且竖向放置的圆形筒状，所述底筒内安装有坩埚筒，所述坩埚筒的外侧部通过四组铰接组件与底筒内侧壁活动铰接，所述坩埚筒的底部安装有点火组件；所述外盖底面通过密封机构与底筒顶面连接，所述坩埚筒的顶面敞口处设有坩埚盖，所述坩埚盖通过升降机构与外盖连接。本发明还公开了半导体石墨热场保温装置的保温方法；本发明解决了结构石墨热场保温密封性差的问题，通过各机构组件的配合使用，增加了热场的保温效果，降低热量的损失，进一步提高了能量的利用率。
id-CN111748665A    abstract-本发明涉及一种侧位出料的钢渣裂解炉及使用方法，包括裂解炉本体，裂解炉本体的底部向一侧倾斜设置并向外延伸形成出料口，出料口外侧设有多个间隔设置的凸起部；出料口上罩设有旋转盖，旋转盖内侧设有卡接部，卡接部与凸起部一一对应，通过旋转旋转盖，使卡接部与凸起部相配合，以将旋转盖固定在出料口上；裂解炉本体两侧分别铰接有第一伸缩杆，第一伸缩杆上设有卡槽，旋转盖两侧设有与卡槽相适配的卡耳；旋转盖上还连接有动力机构，动力机构用于使旋转盖沿竖直方向往复运动。本发明有效避免出料口堵塞的问题，延长裂解炉的使用寿命。该方法使用步骤简便，可完整方便地出料，且不容易堵塞出料口。
id-CN113932618A    abstract-本发明公开了基于熔渣自清理的高温烟尘粉体流化冷却塔，属于冶金及化工设备领域。技术方案包括上塔体，中部环形支座，下塔体，热态粉体仓，烟气进、出口，粉体物料喷入口，粗粉体物料出口，所述上塔体、下塔体以及热态粉体仓内腔轴向贯通，所述上塔体为上端和下端均为敞口、中部至少存在一段直径缩小10‑20％小塔径段以及下部直径扩大10‑20％葫芦肚状结构体，所述下塔体由外筒体及中心管组成，所述外筒体位于中心管外围，与中心管同轴。本发明结构紧凑、维修方便、密封性和运行稳定性好，可实现含有熔融气化组分的高温含尘气体在余热回收时，进行熔融组分的分离回收，可广泛应用于冶金、建材、化工等行业。
id-CN111637741A    abstract-本发明提供了一种隧道窑，包括环轨、与所述环轨轨道连接的窑室，所述隧道窑还包括第一闸门、第二闸门、第三闸门、伸缩窑室，所述窑室依次分段为湿坯预热排潮可伸缩段、湿坯烘干段、干坯预热段、焙烧段、保温段、冷却段，有益效果：进行无公害排放，节约焙烧能源。
id-CN111664720A    abstract-本发明属于环冷机技术领域，尤其是涉及一种在线调节烟气的环冷机密封罩装置，其特征在于包括通过花篮螺栓固定在环冷机机架上的罩体，设置在此罩体内且与此罩体滑动连接的密封板装置，一端与此密封板装置的顶端相连接且另一端与电动卷扬机Ⅰ相连接的钢丝绳Ⅰ，一端与密封板装置的顶端相连接且另一端与电动卷扬机Ⅱ相连接的钢丝绳Ⅱ，设置在环冷机一冷段取热口处的热电偶Ⅰ，设置在环冷机二冷段取热口处的热电偶Ⅱ。本发明结构简单、实用，造价低廉，拆装灵活，装置的维护简便，能够实现环冷机密封罩内的烟气在线调节工作，使得环冷机能够更加有效的将高温烟气送入余热利用系统，在根据来料情况调整冷却段位置时也不会影响环冷机的正常生产。
id-CN111765774A    abstract-本发明涉及水泥生产余热利用技术领域，旨在解决目前技术难以满足水泥余热回收系统对余热回收效率和系统工作稳定性要求的问题，提供一种水泥窑头可调双压余热回收系统，其包括篦冷机、高温收尘器、中温收尘器、双压AQC锅炉、除尘器、引风机、烟囱；篦冷机设有高/中/低温三个取风口。高/中温取风口分别通过高/中温收尘器后进入双压AQC锅炉；低温取风口通过低温调节阀连接于除尘器入口；双压AQC锅炉内设置有隔板，隔板将烟气通道分成高温烟道和中温烟道；高温进风口通过管道连接于高温收尘器，中温进风口通过管道连接于中温收尘器。本发明的有益效果是满足水泥余热回收系统对余热回收效率和系统工作稳定性的要求。
id-CN111623631A    abstract-本发明适用于坩埚炉设备技术领域，提供了一种具有节能热能回收燃气倾倒功能的坩埚炉，包括埚体、燃烧机构和热回收组件，所述埚体的周围设有保温组件，所述保温组件与所述埚体之间形成炉膛；温度监控组件，用于检测埚体内物料和炉膛的温度；倾倒组件，用于使所述埚体倾倒，以排出所述埚体内的物料。本发明拥有集中、快速熔化物料的能力；可倾倒埚体以使埚体内的物料往外倒出，进而快速高效地对埚体内的物料进行转移；可对埚体内物料和炉膛的温度进行检测，对温度的控制更为精确；可以将废气中的余热进行回收，节约了能源。
id-CN111811285A    abstract-一种烧结烟气强化加速装置，属于烧结烟气协同治理综合利用技术领域。包括一体化减速低功率电机、联轴器、转动杆、密封轴承、简易万向节、内螺纹三翅窄叶片轮；一体化减速低功率电机的低速轴通过联轴器(2)联结转动杆。转动杆联结简易万向节；简易万向节与转动杆交替联结，来改变电机输出轴扭矩传动的方向；三翅窄叶片固定于转动杆末端；转动杆带动三翅窄叶片做低速旋转；循环烟道顶部悬挂设置固定支架，支架下部焊接密封轴承，转动杆贯穿密封轴承，悬挂于烟道顶/中/侧部。优点在于，解决烧结烟气外循环工艺中，循环烟气沿程热损大，动力不足，料面烟气热能不高，烟气温度过低的问题。减少热能损失，提高循环烟气的综合利用质量。
id-DE102020118546A1    abstract-Die Erfindung betrifft ein Verfahren zum Betrieb einer Anlage zur Herstellung von Zementklinker, die Anlage aufweisend in Materialflussrichtung mindestens einen Wärmetauscher zum Aufwärmen von Rohmehl, mindestens einen Calcinator zum Entsäuern des Rohmehls, mindestens einen Drehrohrofen zum Sintern des Rohmehls zu Zementklinker, und mindestens einen Kühler zum Abschrecken des gesinterten Klinkers, das Verfahren aufweisend die folgenden Schritte: Einleiten von sauerstoffangereichertem Rezirkulationsgas in einen Brenner zum Heizen des Drehrohrofens, Einleiten der Drehrohrofenabgase in den Calcinator zum Entsäuern des Rohmehls wobei aus dem Rohmehl Kohlendioxid (CO2) abgeschieden wird, Führen des kohlendioxidangereicherten Gasstroms aus dem Calcinator in den Wärmetauscher, Rückführen eines ersten Teils der Wärmetauscherabgase in den Kühler, Einleiten der Abluft aus dem Kühler in den Drehrohrofen, und eine dazu korrespondierende Anlage zur Durchführung des Verfahrens.Erfindungsgemäß ist vorgesehen, dass das sauerstoffangereicherte Rezirkulationsgas durch Vermengen von atmosphärischer Luft mit Sauerstoff (O2) aus einer Zerlegung von Wasser (H2O) in Sauerstoff (O2) und Wasserstoff (H2) erhalten wird, wobei der aus der Wasserzerlegung erhaltene Wasserstoff (H2) mit Kohlendioxid (CO2) aus einem zweiten Teil der Wärmetauscherabgase zur Reaktion gebracht wird zur Erzeugung von Methan (CH4) und Wasser (H2O).
id-CN111850315A    abstract-本发明涉及鼓风炉技术领域，且公开了一种用于含铜废物还原熔炼鼓风炉，包括鼓风炉本体，所述鼓风炉本体的顶部固定安装有加料机构，且加料机构的顶部固定安装有预料斗，所述预料斗的外侧固定套接有加热套箱。本发明通过余热处理机构承接烟气进气管导出的高温烟气，高温烟气内部余热透过余热处理机构内部的加热曲形管对冷却水箱内部的冷水进行加热产生水蒸气，水蒸气通过蒸汽进气管导入到加热套箱与预料斗之间设置的加热型腔内部，进而对预料斗内部提前放置的原料进行热烘干，减小后续鼓风炉本体内部的预处理对原料烘干消耗的能量，进一步优化加工工序，并由此达到对高温烟气内部余热资源利用。
id-CN111750686A    abstract-本发明公开了一种安全高效的中频炉除尘装置，包括支撑架，所述支撑架顶部的上方设置有炉体，所述炉体顶部的上方设置有吸烟罩，所述吸烟罩两端的底部皆设置有连接块，两组所述连接块的内部皆设置有活动杆，所述炉体两端的顶部皆设置有贯穿至活动杆内部的销轴，两组所述连接块内部的中间位置处皆设置有螺纹孔，两组所述螺纹孔的内部皆设置有固定栓。本发明通过活动杆和连接块可调节吸烟罩与炉体之间的距离，通过螺纹孔和固定栓的螺纹作用，对活动杆和连接块进行固定，使吸烟罩和炉体进行固定，通过波纹管和改变吸烟罩的位置，在炉体倾倒时也可对烟尘进行吸收，使除尘装置对烟尘的吸收效果更好，方便人们的使用。
id-CN111780562A    abstract-本发明提供一种用于烧结制品生产的顶端排烟装置及方法，包括窑体，窑体内分为制品进窑段和制品出窑段；制品出窑段沿窑车行进方向依次设置有第二窑门、第一窑门；窑体的上方设置有主排烟管道，主排烟管道靠近管道出口设置有风机；第二窑门上开设有主排烟阀门，窑体的顶部对应于第一窑门与第二窑门之间的区域开设有顶支排烟口，经顶支排烟管道接通主排烟管道；制品进窑段的侧墙墙体设置有侧墙支排烟口以及相应的侧墙支排烟管道阀，侧墙支排烟口经窑体的顶部对应设置的侧墙支排烟管道接通主排烟管道。该装置通过调节各个阀门的开口大小，缩小整个窑内的温差，使气流速度及通风量更加均匀，从而提高产品质量，进而做到节能，降低热量损耗。
id-CN111854453A    abstract-本发明公开了一种降低窑尾取风煤磨废气硫化物排放量的方法及系统，其中方法是通过在煤粉制备系统中引入湿法脱硫工序，并同时将煤粉制备系统中原有的烟囱进行拆除；此外在煤粉制备系统中增加循环风，且循环风的管道采用保温管道。本发明能够有效降低了煤磨废气中SO2排放浓度，还能够有效降低了煤粉制备过程中的氧气含量。
id-CN111701380A    abstract-本发明涉及环保技术领域，且公开了一种反射炉烟气除尘设备，包括反射炉体，所述反射炉体顶部的右端固定安装有送烟管，所述送烟管的底部固定安装有沉淀箱，所述沉淀箱外围下端的前后端均固定安装有换水管，且沉淀箱右侧的上端固定安装有送气管，所述送气管的左侧固定安装有精过滤网板。该反射炉烟气除尘设备，通过设置有沉淀箱、布袋除尘器与陶瓷换热器等达到烟气处理效果好的目的，加工产生的灰尘热量会由送烟管进入到沉淀箱中，此时部分大尺寸的垃圾在精过滤网板的阻挡下落入到沉淀箱水中，符合要求的灰尘气体则是进入到送气管，随后气体经过布袋除尘器的处理，空气中的灰尘进一步变小，最终再利用负极板处理。
id-CN112002953A    abstract-本发明提供一种电池焙烧及焙烧气体集尘处理方法，包括如下步骤：(1)以400℃至1000℃的温度焙烧通过封闭型管向单方向输送的废电池并排出；(2)将步骤(1)焙烧时所产生的气体温度热处理成600℃至900℃，然后再进行冷却、集尘处理。采用本发明对电池进行焙烧处理，可使所产生的有害气体成分最小化，并且，具有可明显减少废电池拆卸处理时间和人工成本的优点。
id-CN111908461A    abstract-本发明公开了一种可连续生产的氧化石墨高温热处理还原装置及方法，该装置结构科学合理，使用安全方便，在对氧化石墨高温热处理还原过程中，操作简单、生产可控、品质稳定、可连续性操作，且节约能源，适合工业化大批量生产，弥补了行业空白。
id-CN111981845A    abstract-本发明公开了一种富氧熔炼炉，包括炉体，炉体的外壁通过螺栓连接有外壳，炉体的顶部通过螺栓连接有炉盖，炉盖的一侧设置有通尘管，通尘管远离炉盖的一端设置在外壳的一侧，外壳的底部内壁通过螺栓连接有斜板，且外壳的两侧均通过铰链转动连接有密封门，通尘管的外部一侧通过螺栓连接有连通阀，外壳远离通尘管的一侧外壁通过螺栓连接有连接箱，连接箱底部的内壁一侧通过螺栓连接有抽风机，连接箱的一侧外壁焊接有进氧管，外壳的一侧焊接有泄气管，炉盖的一侧内部螺纹连接有进料盖。本发明通过进氧管通入氧气，抽风机将氧气由进氧管通入通氧管的内部，再进入到炉体内，可在熔炼时快速增加炉体内部的氧气量。
id-CN111811287A    abstract-本发明涉及热量回收技术领域，公开一种三元电池正极材料烧结窑炉余热回收系统，包括依次相接的排气装置、烟气换热装置和烟气抽出装置，排气装置与窑炉相接，烟气换热装置包括串联成闭环的一次换热装置、二次换热装置和热媒水循环装置，排气装置中的烟气流经一次换热装置后进入烟气抽出装置，热媒水循环装置提供热媒水进入一次换热装置中与烟气交换热量后成为高温热媒水，高温热媒水从一次换热装置进入二次换热装置中进行热量交换后成为低温热媒水并流入热媒水循环装置中进行换热循环。高温烟气在一次换热装置中通过水‑气热交换得到降温，直排不会对大气造成负担和污染，二次换热过程得到的热水可作为生产工艺用水，降低生产成本，减少热能浪费。
id-CN111707090A    abstract-本发明公开了一种岩棉生产用节能冲天炉设备，本冲天炉以俩料钟预存原料，以第一料斗出料，第二料斗存料，避免废气自进料口排出，进而使其从废气排出口进入废气处理装置进行除尘，以及能源回收，并增加换气机构，以传感器感应废气中二氧化碳及二硫化碳浓度，超过指标后，热交换装置进口端阀门打开，废气进入，经热转换将能源传递给输送至能源回收装置的空气后进行喷淋装置，雾化，使气体充分润滑，将便于小颗粒汇聚，进而水洗除尘，除尘效果更好。
id-CN111795583A    abstract-本发明公开了一种天然气工业窑炉多氧燃烧烟气再循环系统，包括工作箱，所述工作箱的正面固定连接有循环运行箱，所述工作箱正面的顶部连通有出气管，所述第一出气管的一端贯穿循环运行箱并且延伸至循环运行箱的内部，所述出气管表面的顶部连通有独立连接管，过滤箱的内部开设有独立过滤槽，本发明涉及烟气再循环技术领域。该天然气工业窑炉多氧燃烧烟气再循环系统，使得废气能够被分隔成小份并且被独立过滤处理，有效提高了过滤效率，避免了大量废气堆积在一起被过滤，装置过滤效率较低，并且通过过滤空气制造纯氧与可燃废气混合，大大的提升了可燃废气后期的燃烧效率，并且运行逻辑清晰，方便工作人员对其进行快速维护。
id-CN111912245A    abstract-本发明涉及退火工艺技术领域，具体为一种退火炉余热回收利用装置。本发明涉及一种退火炉余热回收利用装置，包括退火炉，所述退火炉包括预热室和加热室；该退火炉余热回收利用装置还包括用于烟气完全燃烧的燃烧组件、用于集中收集热气的集热炉以及用于余热回收的换热器；所述加热室、燃烧组件以及集热炉依次连通；所述集热炉外部还连通有排气筒。本发明的有益效果是：该退火炉余热回收利用装置在使用过程中，能有效对退火炉冷却过程中产生的热量进行回收处理，回收过程中能对烟气中可燃物进行二次燃烧净化，并对产生的热量二次回收，并通过后续换热实现对余热的回收，并保证排出的气体低热无污染。
id-CN111780563A    abstract-本发明涉及余热回收技术领域，公开了一种用于金属冶炼的料渣余热回收装置，包括支撑架，所述支撑架的顶端安装有冷渣机构，所述连接管的顶端固定连接有碎渣机构，本发明还公开了一种用于金属冶炼的料渣余热回收方法，实现方法包括以下步骤：S1、使碎渣机构和冷渣机构与外部的蒸汽锅炉连接；S2、对料渣进行破碎，并进行余热回收；S3、对料渣进行翻转输送，并进行余热回收。本发明通过碎渣机构对料渣进行破碎，再通过碎渣换热管对碎渣机构内料渣的余热进行回收，通过冷渣机构使得料渣在翻滚的过程中实现输料，通过冷渣换热管对冷渣机构内料渣的余热进行回收，从而可以提高余热回收效率，实现余热回收的最大化。
id-CN111998678A    abstract-本发明公开了一种光伏设备烧结炉用加热与冷却装置，包括底座，所述底座顶端安装有燃烧塔塔芯，所述底座上安装有抽屉，且抽屉位于燃烧塔塔芯下方，所述底座位于燃烧塔塔芯外侧安装有下壳体，所述下壳体外侧安装有铜管，所述铜管一端安装有吹气管，所述吹气管位于燃烧塔塔芯上方，所述燃烧塔塔芯顶端安装有冷却模组，所述冷却模组外侧设置有上壳体，所述上壳体安装在下壳体顶端，所述上壳体一侧安装有风机安装座，所述风机安装座上安装有风机，所述风机通过管道与上壳体连接。本发明，通过将燃烧塔加温700°C以上，将有机物焚烧，再通过上层冷却模组冷却，将清洁气体排出；通过快速冷却，废气中所含有机物也形成液体，可进行收集处理。
id-CN111912243A    abstract-本发明公开了一种钛白粉生产用尾气煅烧装置及其使用方法，包括底座，底座上分别设置有依次彼此连接的降温装置、干过滤装置和湿过滤装置；所述降温装置用于实现对输入尾气的降温和热交换；所述干过滤装置用于对经过降温装置降温和热交换的尾气进行干式过滤；所述湿过滤装置用于对经过干过滤装置干式过滤的尾气进行湿式过滤，通过降温装置可以对尾气进行降温热交换，从而可以对尾气的余热进行利用，干过滤装置和湿过滤装置配合进行双重过滤，从而可以对尾气进行充分的过滤，环保节能。
id-CN111912244A    abstract-本发明公开了一种防止废气泄露的盐浴炉，包括长方体状的炉体；炉体的上端面成型有矩形框状的左右移动座；左右移动座内左右移动设置有长方体状的送料封闭座；送料封闭座的下端面与炉体的上端面平齐；送料封闭座的下端面成型有一对左右对称设置的矩形槽状的伸缩槽；炉体内成型有矩形槽状的热处理槽；热处理槽的上侧壁中心成型有上下贯穿的与伸缩槽配合的热处理进出口；伸缩槽内升降设置有升降上支撑板并且升降上支撑板长宽尺寸和伸缩槽长宽尺寸分别相等；升降上支撑板的下端面上可拆卸式连接有上端开口的矩形框状的料框；料框外表面的长宽尺寸与伸缩槽长宽尺寸分别相等。
id-CN112097512A    abstract-本发明提供一种电池焙烧处理装置，包括：焙烧部，废电池通过封闭型管进行输送及焙烧；气体处理部，对由所述焙烧部产生的气体进行冷却及集尘处理。采用本发明，在对电池进行焙烧处理的同时，可使产生的有害气体成分最小化，并且，存在可明显减少废电池拆解处理时间及人工成本的优点。
id-CN111821853A    abstract-本发明公开了一种用于高温低尘烟气的脱硫脱硝装置，包括烟气管道、第一换热器、第二热换器、SCR反应器、脱硫塔、供氨装置及烟囱，所述SCR反应器连通第一热换器的一端，第一热换器另一端连接有高温管道，第一换热器的壳体连接空气管道，SCR反应器内设有一层或多层脱硝催化剂层，SCR反应器与脱硫塔之间的烟气管道上设有急冷喷头，急冷喷头与外部自来水管连通，脱硫塔连通第二换热器的一端，第二热换器的另一端与烟囱连通，所述脱硫塔顶设置有多级喷淋管路，所述供氨装置与第一热换器和SCR反应器之间的烟气管道连通，第一换热器的壳体和第二换热器的壳体之间管路连接，本发明为高温低尘的烟气脱硫脱硝提供了一套便捷、经济的工艺装置。
id-CN111998682A    abstract-本发明公开了一种回转窑用余热回收利用装置，包括有进烟管道，及安装于进烟管道底部的密封套和辅助处理箱，及安装于进烟管道内部的滤板，所述滤板由驱动装置驱动在进烟管道内进行直线往复运动，所述密封套与进烟管道固定连接，所述密封套另一端固定安装于辅助处理箱的右上端，密封套内部固定设置有漏斗，所述漏斗一端与进烟管道连通，所述漏斗另一端伸入辅助处理箱内，所述辅助处理箱内部设置有传热装置，辅助处理箱的左下端设置有排固口，传热装置外周缠绕有金属水管，所述金属水管的左端连接有水泵；该回转窑用余热回收利用装置可以达到热利用率高、除尘排渣较佳的目的。
id-CN111649595A    abstract-本发明公开了一种预焙阳极炉室的环形排烟自动灭火装置及方法，包括预焙阳极炉室，预焙阳极炉室的外侧设有环形烟道，环形烟道的两端设有防爆门，环形烟道的一端设有烟道出口，所述环形烟道内侧以及烟道出口处均布有测温探头，测温探头的一侧设有熄火装置，预焙阳极炉室的外侧设有报警装置，测温探头的输出端与控制系统的输入端电连接，控制系统的输出端分别与报警装置和熄火装置的输入端电连接，本预焙阳极炉室的环形排烟自动灭火装置及方法可以对环形烟道内部进行火灾预警，并且及时的进行着火扑灭，防止火势蔓延，极大限度的减少损失。
id-CN111854433A    abstract-本发明公开了一种热量可回收利用的坩埚炉，包括移动底座、壳体、放置槽和加热管，所述移动底座的顶端固定有壳体，且壳体内部的底端固定有放置槽，所述放置槽的顶端设置有坩埚主体，所述移动底座另一侧的底端固定有出气口，所述移动底座底端的两侧均固定有稳固结构。本发明通过设置有保温结构实现了具有保温隔热的功能，通过放置腔内部的保温颗粒会对壳体内部的热量进行保存，使壳体内部的热量不会向外散发，同时，放置腔和保温砖之间形成保温真空，可以杜绝热量的传递与对流，最后保温砖会使温度持续保温，具有保温隔热的功能，避免热量向外部散发出去，可以对热量进行回收，节约了成本。
id-CN113945097A    abstract-本发明公开了一种双烟置换蓄热式加热炉混烟CO与NOx协同脱除方法，双烟置换蓄热式加热炉混烟CO与NOx协同脱除方法通过从自产烟气中提取置换介质，在换向前，将煤烟共用管道中的残留煤气置换成烟气并且将空烟共用管道中的残留空气置换成烟气，同时，煤烟共用管道中残留煤气和空烟共用管道中残留空气被置换进入炉膛燃烧，从而消除煤烟由于残留煤气放散导致的成分波动性问题，以及消除烟气中存在煤气导致的安全性问题，随后将煤烟共用管道和空烟共用管道排出的烟气进行混合，然后对混合烟气进行增温、脱硝，最终实现CO与NOx协同脱除。
id-CN111811280A    abstract-本发明公开了一种具有防尘功能的铝热加工炉，包括底座和可拆式炉顶，底座的上方固定有炉体钢支架，且炉体钢支架的内侧设置有导轨，所述底座与炉体钢支架之间通过螺钉固定，所述导轨的内侧安装有承载底板，且承载底板的中间安装有丝杆套，所述承载底板与丝杆套之间为转动连接，所述丝杆套的内侧安装有丝杆，所述炉体钢支架的上方安装有炉体，且炉体的内侧设置有炉衬，所述炉体钢支架与炉体之间通过焊接固定连接，且承载底板嵌套安装于炉体的底面，所述炉衬的内壁安装有橡胶石棉板，且橡胶石棉板的内侧设置有螺旋加热管，所述螺旋加热管沿炉体的竖直方向呈螺旋状排布。该具有防尘功能的铝热加工炉设有双层结构与热管辅助保温设置。
id-CN111854441A    abstract-本发明公开了一种用于陶瓷电容器生产的固化炉，包括底座，所述底座顶部的中间位置处设有固化炉，所述底座顶部靠近固化炉的外侧设有密封槽，所述固化炉的两侧设有与其相互配合的隔热板，所述隔热板的两侧设有与其相互连通的导气槽，所述导气槽的底部设有导气管，所述固化炉内部的底部设有渗透层；本发明装置利用过滤网架的安装将陶瓷电容器进行放置，利用伺服电机的启动带动套管和扇叶旋转，对加热机构散热的热源进行混合紊乱，加快热源在固化炉内的积存效率，减少操作人员的等待时间，同时在过滤网架的安置过滤下，将电容器带有的水分过滤流失，使其快速的进行受热工作，加快固化的工作效率。
id-CN113916010A    abstract-本发明公开了一种回转窑‑链箅机烟气处理工艺及用于回转窑‑链箅机烟气处理工艺的系统。本发明通过在链箅机预热二段和/或链箅机回转窑之间的过渡段之间喷洒钒钛复合添加剂或钒钛复合氨剂进行SNCR烟气脱硝处理，可以实现球团生产过程的低NOx排放，脱硝率可达60‑80％以上，同时降低氨剂用量，减少氨逃逸对环境的二次污染，另外在末端集中设计除尘、脱硫、SCR脱硝机制，进一步脱除烟气中的粉尘、硫化物和NOx等污染物，实现球团烟气的超净排放。
id-CN112050641A    abstract-该发明公开了一种碳化炉系统，包括：碳化装置，所述碳化装置设有适于放置碳化工件的碳化内胆；碳化钟罩，所述碳化钟罩可分离地罩设在所述碳化内胆外部以用于对所述碳化内胆加热和保温；吊装装置，所述吊装装置与所述碳化钟罩相连以带动所述碳化钟罩活动，在所述碳化内胆进行加热时，所述碳化装置罩设在所述碳化内胆外部，在所述碳化内胆降温时，所述吊装装置将所述碳化钟罩从所述碳化装置吊离以将所述碳化内胆暴露出来。根据本发明实施例的碳化炉系统，能够节能且减少降温时间，缩短加工周期，提高设备利用率。
id-CN111947472A    abstract-本发明公开了一种双膛窑烟气处理及余热回收装置，包括石灰窑和冷却箱，所述石灰窑顶部的左侧固定连接有第一出气管，所述第一出气管的一端贯穿所述冷却箱且延伸至所述冷却箱的内部，所述冷却箱的内部设置有回形管，所述回形管的一端与所述第一出气管的一端固定连接，所述回形管的另一端固定连接有第二出气管，所述第二出气管的一端贯穿所述冷却箱且延伸至所述冷却箱的外部。本发明通过将第一出气管通入冷却箱的内部，烟气通过回形管将热量交换到冷却箱中的水中，之后再经过过滤组件后排出，热量被交换后再次利用，避免了热量的浪费，同时也避免带有热量的烟气直接排放到外界环境中，对环境造成污染。
id-CN112033150A    abstract-本发明公开了一种链排式钒矿焙烧隧道窑，包括隧道窑体、在窑体内运送矿料的链排和焙烧矿料的焙烧装置，窑体从前向后依次包括备料池、预烧区、焙烧区和冷却区，备料池顶部设有竖直设置的烘干料仓，烘干料仓和备料池间设有下料口，冷却区后方设有出料口，链排将矿料依次从备料池、预烧区、焙烧区、冷却区输送至出料口。本发明采用链排式传动系统代替轨道窑车完成隧道窑内矿料的输送，无需调度窑内窑车的位置，可以循环往复的对矿料进行不间断输送，大幅提高输送效率和生产效率，节省隧道窑的建设投资。本发明的隧道窑各工作区配置合理，可以协调烘烧的各个环节，充分利用余热，提高焙烧效果，简化生产工序，具有良好的市场推广价值。
id-CN111829354A    abstract-本发明公开了一种锅炉环形风箱结构，其技术方案要点是：包括燃烧器、炉膛和环绕炉膛设置的炉管，还包括环形风箱和绑带，环形风箱环绕设置于炉管的外侧，绑带固定于炉管和环形风箱之间，炉管层叠排布于绑带的内侧壁形成炉管墙，燃烧器穿过炉管墙设置，相邻的炉管之间设有第一柔性垫层，炉管靠近环形风箱的一侧设有第二柔性垫层，第二柔性垫层延伸至绑带的外侧壁，环形风箱的边缘与炉管相连接形成环形密封通道，环形密封通道分别与供气管道、燃烧器的入风口相连通。本发明的锅炉环形风箱结构能够有效避免高温灰尘的泄漏问题，改善了厂区环境。本发明还提供了一种锅炉环形风箱结构的密封方法。
id-CN111850308A    abstract-本发明公开了一种用富氧侧吹还原熔炼炉处理铜烟尘的方法，包括步骤，S1：采集铜烟尘，并酸浸采集的所述铜烟尘，再将酸浸好的铜烟尘进行干燥备用；S2：将干燥好的酸浸铜烟尘与焦粉、石灰、铁粉、其他含金属废弃料及污水处理板框渣配料，粉碎后塑形成砖料备用；S3：将砖料以及石英石、石灰石、除铜渣和焦炭一起放入旋流热氧循环富氧侧吹还原熔炼炉内，并向所述旋流热氧循环富氧侧吹还原熔炼炉内喷入富氧空气；S4：控制所述旋流热氧循环富氧侧吹还原熔炼炉的温度达到预设温度，并维持3‑4h，熔炼结束后，从出铅口放出一次粗铅、从出铜口放出一次铅冰铜，一次铅冰铜铸块，出渣口放炉渣。利用还原熔炼炉可高回收率地回收铜烟尘中的有价金属，且工艺简单、成本低。
id-CN111854452A    abstract-本发明提供了一种一机双塔氨法脱硫系统和方法。所述一机双塔氨法脱硫系统包括：一个烧结机；两个独立的烧结机主抽风机，每个烧结机主抽风机分别连接所述烧结机；两套氨法脱硫系统，每套氨法脱硫系统包括脱硫换热器和与脱硫换热器连通的吸收塔；一个烟囱；两套氨法脱硫系统中的吸收塔共用一个所述烟囱；两套氨法脱硫系统通过两个烧结机主抽风机并联在烧结机与烟囱之间，形成两条脱硫通道。所述一机双塔氨法脱硫方法采用一机双塔氨法脱硫系统。本发明有效防止脱硫系统因粉尘、氯离子易富集而出现管路堵塞、腐蚀加速等问题。
